account_id,duns_number,company_name,industry,revenue,employee_count,founded_date,address,city,state,country
219,94-566-0514,Kunze-Rath,Finance,926366205.61,357,10/3/1925,113 Ilene Park,Staten Island,NY,United States
220,47-418-6820,Nikolaus Group,Retail,450808222.07,228,11/7/1973,79 Tennessee Street,Bojen Kulon,,Indonesia
221,60-677-6789,Terry Inc,Healthcare,656157078.94,2966,7/28/2013,41 Sommers Way,General Lavalle,,Argentina
222,59-102-6903,Nitzsche Inc,Finance,692979343.95,389,11/2/1949,21 Barnett Place,Muara,,Indonesia
223,49-675-4153,"Hansen, Harris and McLaughlin",Retail,476005522.46,1866,11/24/2007,375 Sunfield Street,Driyorejo,,Indonesia
224,93-923-2004,Koss and Sons,Healthcare,30332870.98,3163,9/29/1935,824 Merrick Hill,Derbur,,China
225,01-301-2725,"Dibbert, Balistreri and Legros",Retail,229226772.19,4662,3/2/1900,388 Columbus Trail,Baton Rouge,LA,United States
226,52-931-4011,"Keebler, Reichert and Gerlach",Technology,99572640.17,1219,11/27/1971,075 Victoria Circle,Perth,WA,Australia
227,15-978-3947,Watsica and Sons,Healthcare,9516081.75,3322,5/30/1923,92911 Raven Junction,Šid,,Serbia
228,28-077-6437,Simonis-Herzog,Healthcare,719356117.33,2291,9/10/1973,0 Blaine Junction,Pervomayskaya,,Russia
229,87-037-8917,"Weimann, Hoeger and Prohaska",Healthcare,58401707.22,376,12/1/1993,87 Corben Place,Mashi,,Nigeria
230,70-795-5054,"Shields, Keeling and Schultz",Healthcare,525928898.4,2748,1/29/1912,048 Maryland Avenue,Thị Trấn Nho Quan,,Vietnam
231,76-186-0973,Bahringer-Simonis,Technology,194455855.71,632,7/7/1991,28300 Cottonwood Circle,Anderstorp,F,Sweden
232,34-303-9505,Reilly-Kunde,Technology,402512550.91,3023,2/14/1934,813 Derek Junction,Fryčovice,,Czech Republic
233,49-034-8697,"Collier, Hegmann and Fahey",Retail,159374489.75,1055,12/14/2021,578 Crownhardt Street,Slavyanovo,,Bulgaria
234,08-229-5092,"Gleichner, Collier and Armstrong",Finance,48188954.62,175,12/18/1922,09 Blackbird Trail,Sardasht,,Iran
235,56-915-3440,"Graham, Flatley and Carter",Healthcare,835902130.64,3000,7/12/2021,0304 Maple Wood Alley,Adraskan,,Afghanistan
236,91-599-0001,"Emard, Buckridge and D'Amore",Healthcare,964240797.26,3122,6/28/1927,257 Dryden Parkway,Tres Unidos,,Peru
237,58-677-8810,Jast-McGlynn,Retail,62508858.03,2872,9/12/1989,6749 Mcbride Crossing,Grenoble,B9,France
238,70-913-4548,Gerhold Group,Healthcare,981188324.91,101,5/13/2001,25399 Southridge Point,Punggurharjo,,Indonesia
239,42-973-6029,Thompson LLC,Finance,60976595.17,1669,10/19/2020,971 Welch Avenue,Angasmarca,,Peru
240,31-649-2269,Bernhard LLC,Retail,80784845.91,154,3/9/1995,91 Prairieview Alley,Sritanjung,,Indonesia
241,95-672-7506,Vandervort-Gutkowski,Retail,427297901.25,3977,8/4/2006,99170 Grayhawk Lane,Louisville,KY,United States
242,87-219-4202,"Emard, Leannon and Dietrich",Retail,814257084.44,551,9/22/2002,6316 Cordelia Park,New Brunswick,NJ,United States
243,32-277-7059,Stroman LLC,Finance,473429115.17,4064,12/30/1926,4079 Superior Avenue,Arendal,09,Norway
244,81-178-1052,"Welch, Schiller and Bernier",Healthcare,955478266.88,33,5/12/1975,2 Arrowood Drive,Daxi,,China
245,78-643-1494,O'Reilly and Sons,Finance,168018582.2,907,12/30/1968,627 Kensington Plaza,Yurkivka,,Ukraine
246,10-179-7012,"Bruen, Satterfield and Hills",Finance,239122787.16,1133,8/31/1965,8309 Canary Center,Limoges,B1,France
247,83-345-5571,Cassin-Legros,Finance,525980318.84,4206,9/19/2001,31849 Vernon Park,Rendui,,China
248,02-202-8985,Schiller Group,Technology,88743750.76,3486,12/1/1988,66291 Macpherson Hill,Idenao,,Cameroon
249,61-737-3271,"Stracke, Moen and Reilly",Retail,996899665.95,4096,3/13/1970,930 Mcguire Terrace,Cosne-Cours-sur-Loire,A1,France
250,63-695-8579,"Heller, Lockman and Cremin",Technology,51703547.36,1200,2/12/1939,9932 Merry Court,Ereira,14,Portugal
251,25-649-7009,Wunsch and Sons,Technology,75831405.03,2953,3/27/1936,275 La Follette Parkway,Taipinghu,,China
252,20-613-7528,"Nader, Sauer and Donnelly",Healthcare,404688343.42,1391,9/15/2001,69421 Ludington Drive,Capacho Nuevo,,Venezuela
253,79-253-0898,Tillman Inc,Technology,131279390.66,1943,3/6/1906,7532 Superior Way,Coripata,,Bolivia
254,43-622-3070,Gibson and Sons,Healthcare,112183605.29,2102,7/27/1989,35209 Harbort Drive,Divisoria,,Philippines
255,49-279-4976,"Glover, Graham and Crooks",Technology,360708490.72,3283,10/13/1907,02039 Sunbrook Circle,Huayuan,,China
256,02-419-9760,Aufderhar Group,Retail,624928527.48,2451,11/9/1986,52369 David Lane,Podkumskiy,,Russia
257,61-823-4161,Mraz Inc,Retail,786739612.9,2927,12/31/1973,300 4th Court,San José de Comayagua,,Honduras
258,33-860-5362,"Jast, Wisozk and Donnelly",Finance,535403595.11,1267,11/19/1988,4 Prairieview Lane,Kępie Żaleszańskie,,Poland
259,59-947-4931,Von LLC,Technology,622654682.8,3608,4/7/1928,57249 Kenwood Place,San Diego,CA,United States
260,58-834-9064,King Inc,Healthcare,168407484.52,412,3/17/1954,1 Graceland Lane,Shanghu,,China
261,08-015-9677,Heathcote-Hamill,Healthcare,657806550.6,2011,3/5/2002,11 Kropf Pass,Chengdong,,China
262,70-925-7871,"Heathcote, Buckridge and Von",Healthcare,70260169.17,4758,2/29/1932,6 Merrick Road,Larkird,,Afghanistan
263,43-201-5779,Marks-Hansen,Healthcare,142798218.98,4786,3/17/1951,81 Northport Avenue,Wenfeng Zhen,,China
264,56-267-3938,Wolff Group,Finance,597935209.14,1726,7/1/1943,1642 Esch Pass,Qal‘ah-ye Kuhnah,,Afghanistan
265,71-533-1631,"Kulas, Yundt and Cruickshank",Finance,161396669.08,2768,9/17/1989,9 Mayer Crossing,Muarasiau,,Indonesia
266,65-144-0381,Nader-Shields,Finance,813735082.79,2289,3/14/1976,993 Heath Crossing,Shanmei,,China
267,33-930-0504,Purdy LLC,Finance,100929967.78,151,2/2/2015,80149 Nova Terrace,Li’an,,China
268,92-796-8491,"Howe, Jerde and Haley",Finance,162612788.89,3833,2/8/1979,3236 Vahlen Street,Mufushan,,China
269,87-669-2459,Harber-Greenfelder,Retail,610202024.4,2256,7/27/2008,88598 Goodland Terrace,Chisht-e Sharīf,,Afghanistan
270,09-960-2799,Little-Johnston,Healthcare,588851111.04,3116,9/25/1945,751 Ronald Regan Terrace,Cabucgayan,,Philippines
271,30-973-2328,Runte-Lockman,Finance,478523639.5,1159,12/3/1946,6 3rd Lane,Tajumulco,,Guatemala
272,67-167-1256,Kuhn-Stracke,Technology,442960993.91,92,12/22/1941,691 Eggendart Crossing,Tulsa,OK,United States
273,16-117-9453,Towne Inc,Finance,749792457.07,2265,5/9/1910,747 Annamark Junction,Zhourui,,China
274,65-411-0784,Collins-O'Hara,Healthcare,728381946.05,130,7/19/1972,68 Golden Leaf Park,Leleque,,Argentina
275,06-125-1258,Marks LLC,Retail,873826121.25,1832,6/13/1977,31 Grasskamp Lane,Pereyaslav-Khmel’nyts’kyy,,Ukraine
276,16-313-2334,McGlynn and Sons,Finance,435625473.42,1751,7/4/1960,98 Crowley Drive,Chaykovskaya,,Russia
277,83-946-4935,Schuppe Inc,Technology,625664797.12,2611,4/18/1969,72041 Tony Hill,Kiritsy,,Russia
278,17-808-9504,Pacocha and Sons,Retail,199445759.06,4524,6/10/1930,4 Nancy Terrace,Risaralda,,Colombia
279,87-596-5115,Berge-Feest,Healthcare,604131381.82,1649,12/12/1955,7827 Arizona Pass,Bozkow,,Poland
280,22-221-6607,Sanford-Erdman,Healthcare,401168620.91,2593,5/2/2016,58441 International Junction,Zhuxi,,China
281,64-137-1555,Miller LLC,Retail,149691163.9,574,5/9/1947,12 Evergreen Hill,Biritiba Mirim,,Brazil
282,94-733-8767,Von-Cormier,Retail,977865011.14,4150,10/3/1929,813 Hoffman Alley,Florianópolis,,Brazil
283,90-840-0089,"Johnston, Wolff and Rohan",Technology,415379282.49,4275,2/24/2010,4040 Banding Trail,Vagos,01,Portugal
284,39-064-3197,"Lehner, Jerde and Pouros",Healthcare,27206873.62,2288,5/6/1923,1 Jana Alley,Kandahār,,Afghanistan
285,29-809-3854,"Mayert, Metz and Frami",Retail,914495956.53,861,5/30/2020,188 Buena Vista Terrace,Taraju,,Indonesia
286,77-284-1656,Gutmann Inc,Retail,407235159.02,4368,6/7/1904,370 Mayfield Court,Lesogorsk,,Russia
287,10-922-7695,Heathcote-Tillman,Finance,295443926.32,3035,11/14/1927,3 Hovde Trail,Zaprudnya,,Russia
288,96-430-6919,Rutherford LLC,Retail,378921329.31,4638,5/3/2016,59 Coleman Plaza,Elías,,Colombia
289,38-523-9997,Hoppe and Sons,Retail,119276436.12,3877,1/11/1965,70363 Alpine Terrace,Gazojak,,Turkmenistan
290,09-908-2627,Upton-Kilback,Retail,398301900.63,4849,11/23/1992,36362 Towne Drive,Plátanos,,Greece
291,43-233-8950,Effertz and Sons,Finance,38795629.55,3676,3/5/1933,828 Mockingbird Terrace,Francisco J Mujica,MIC,Mexico
292,02-003-1798,"Kiehn, Carter and Christiansen",Retail,258120766.41,700,7/31/1988,8 Sunnyside Road,Markušica,,Croatia
293,67-575-5491,Greenfelder and Sons,Technology,307886671.5,790,12/9/1930,52947 Pennsylvania Avenue,Dabai,,Nigeria
294,22-050-4798,"Donnelly, Lehner and Braun",Finance,856840740.16,2593,7/19/1911,67 Merry Hill,Colorado Springs,CO,United States
295,82-299-8388,Legros-Rice,Retail,194941016.59,224,11/16/1910,3 Hauk Circle,Viejo Daan Banua,,Philippines
296,15-157-8441,Barton-Kozey,Healthcare,401346764.01,2105,12/10/1909,09766 Rieder Circle,Zarya,,Ukraine
297,39-741-9536,"Beatty, Zieme and Reilly",Finance,465052011.48,4075,4/5/1993,9014 Jackson Place,Menghai,,China
298,57-765-7045,Erdman-Erdman,Technology,941471213.55,597,6/1/1917,3 Charing Cross Place,Flin Flon,MB,Canada
299,54-075-1276,"Turcotte, Crooks and Bode",Healthcare,763821872.17,3262,10/21/1992,36365 Fairview Road,Pallasca,,Peru
300,21-349-4502,Gorczany-Considine,Finance,765843330.9,3976,4/1/1907,8188 Birchwood Lane,Antopal’,,Belarus
301,03-018-7572,Bartoletti Group,Technology,944639579.5,920,10/1/1970,291 Mendota Alley,Zhukovka,,Russia
302,85-165-7940,Sporer LLC,Healthcare,286312046.02,1050,6/4/1930,1622 Buell Point,Anticala,,Philippines
303,21-207-5361,Raynor-Ferry,Technology,174290985.37,1095,12/14/2006,5 Melrose Junction,Tshela,,Democratic Republic of the Congo
304,13-221-3295,"Graham, Ebert and Yundt",Finance,821606268.6,1144,11/10/1979,9675 Green Terrace,Fort Smith,NT,Canada
305,01-308-7507,Altenwerth and Sons,Finance,6830121.41,265,12/23/1905,413 Sycamore Terrace,Ciudad Bolivia,,Venezuela
306,11-089-8184,Senger LLC,Retail,899177307.17,1563,7/16/1950,9369 American Terrace,Shūsh,,Iran
307,91-971-2329,"Stark, Hudson and Swift",Healthcare,827559980.61,4973,8/23/1927,25 Red Cloud Trail,Cabean,,Indonesia
308,41-031-6613,Larson Group,Finance,878712424.37,4885,1/23/1976,0205 Northport Avenue,Mtsensk,,Russia
309,82-461-7841,Kuphal-Wisozk,Retail,224951027.52,2390,4/12/1980,65 Rieder Crossing,Linxi,,China
310,87-993-3775,"Gutkowski, Rutherford and Ruecker",Technology,333276670.74,2616,8/20/1990,785 Corry Park,Stockholm,AB,Sweden
311,76-778-9930,Hills-Emmerich,Retail,306712769.91,3935,4/30/1945,484 Blaine Court,Fahraj,,Iran
312,88-965-4774,"Bernhard, Schultz and Okuneva",Finance,72400580.2,3367,12/16/1989,8469 Dennis Drive,Otaslavice,,Czech Republic
313,24-894-3259,"Champlin, Kub and Corwin",Healthcare,595126710.3,3242,1/5/1923,324 Duke Road,Gayabaru,,Indonesia
314,02-483-2528,McLaughlin LLC,Technology,768841478.16,1695,9/11/1933,48 Southridge Terrace,Raga,,South Sudan
315,18-673-4793,Kuphal LLC,Healthcare,215882659.74,2192,2/16/1997,22675 Waywood Place,Chenjiaba,,China
316,45-810-0463,"Hamill, Veum and Howell",Retail,268767197.62,3731,4/19/1943,0 Sutteridge Alley,Vischongo,,Peru
317,86-006-1725,"Wilkinson, Davis and Abbott",Retail,433219346.25,3774,5/4/1905,94 Scott Parkway,Mulhouse,C1,France
318,98-366-3384,Morar Group,Finance,376259710.46,4580,10/12/1933,7935 Kim Street,Nizhniy Lomov,,Russia
319,98-383-2629,"Nicolas, Roberts and Stoltenberg",Retail,824880947.99,1553,1/27/2009,1 Waubesa Hill,Clarines,,Venezuela
320,47-714-9933,Glover-McClure,Technology,366981419.1,2178,3/26/1971,9771 Sachs Park,Chengbei,,China
321,93-738-4501,"Schoen, Jacobi and Wisozk",Retail,233774013.25,1942,6/7/2002,913 Dawn Avenue,Cipicung Timur,,Indonesia
322,98-810-5541,"Huels, Carter and Morar",Finance,608550555.42,4353,5/31/1913,95 Southridge Circle,Bang Khon Thi,,Thailand
323,61-844-1058,"Lueilwitz, Volkman and Paucek",Healthcare,909415061.02,2403,7/7/1967,54971 Bowman Park,Oxford,NS,Canada
324,37-766-8690,Kunze LLC,Finance,595234525.65,4560,3/2/1939,92936 Buell Trail,Bambanglipuro,,Indonesia
325,21-073-3152,Olson LLC,Retail,573449324.76,1803,9/4/2000,96727 Shelley Trail,Petaling Jaya,SGR,Malaysia
326,29-837-7435,"Goodwin, Kovacek and Brekke",Retail,255097050.0,3174,4/13/1945,900 Vermont Parkway,Yongchuan,,China
327,24-439-9397,Sauer-Brekke,Technology,539374458.61,2845,11/24/1995,9 Victoria Street,Arcos,18,Portugal
328,92-052-3830,"Purdy, Morar and Abernathy",Technology,738085689.36,3747,9/10/1928,3452 Upham Avenue,Porsgrunn,08,Norway
329,87-871-2031,Schmitt-Hand,Healthcare,33971478.05,1904,2/21/1956,50650 Center Crossing,Gongji,,China
330,56-499-3755,"Klocko, Daniel and Skiles",Retail,11631399.71,3664,9/6/1950,71 Corry Parkway,São João de Meriti,,Brazil
331,32-534-5534,"Muller, Friesen and Rippin",Technology,777625673.85,3539,1/20/1927,4 Steensland Avenue,Sigiriya,,Sri Lanka
332,09-610-8786,"Gibson, Swift and Ruecker",Finance,747988842.77,1844,4/25/1900,92 Swallow Court,Taocun,,China
333,59-058-5155,"Kub, Olson and Nolan",Healthcare,143146575.2,2539,12/6/1922,47463 Portage Trail,Huangcun,,China
334,50-755-9378,"Kub, Shanahan and Koch",Healthcare,286209180.24,4695,4/16/1981,77580 Hoard Alley,Komyshuvakha,,Ukraine
335,52-740-1340,Hirthe-Collier,Healthcare,295856069.34,2014,2/1/1948,78783 Reindahl Center,Bromma,AB,Sweden
336,27-294-8757,Schamberger Group,Technology,895686085.3,1147,1/1/1977,81774 Knutson Circle,Sulūq,,Libya
337,86-619-3431,"Shanahan, Barrows and Graham",Healthcare,151166705.84,2974,1/17/1928,8 Canary Circle,Xianxiang,,China
338,25-922-3232,West-Fisher,Technology,801890349.7,1947,12/11/1918,88 Darwin Avenue,Divnoye,,Russia
339,23-807-0539,Johns Group,Healthcare,902301675.2,2638,12/4/1969,18 Manley Terrace,Ngora,,Uganda
340,42-785-1530,"Schoen, Wuckert and Kunze",Healthcare,903529302.66,3634,8/23/1973,5747 John Wall Parkway,Huangrangping,,China
341,94-512-9451,"Parisian, Mante and Cruickshank",Healthcare,103709092.53,1847,2/12/1903,94 Blackbird Avenue,Garbów,,Poland
342,29-939-0768,"Franecki, Wolff and Rice",Finance,99146818.67,1365,5/25/1954,48428 Tennessee Street,Verkhniy Lomov,,Russia
343,49-617-1798,Casper-Funk,Healthcare,700918489.74,1286,11/30/2001,95050 Dovetail Court,Kotauneng,,Indonesia
344,06-594-4042,Oberbrunner LLC,Healthcare,312216992.02,1868,7/15/2015,04947 John Wall Circle,Minh Long,,Vietnam
345,14-924-0109,"Torphy, Gutkowski and Satterfield",Healthcare,756364234.39,3995,10/1/1904,02 Anniversary Way,Pereval'noe,,Ukraine
346,68-997-7014,Wehner-Marks,Healthcare,656973442.67,686,3/8/1970,9 Memorial Hill,Stará Huť,,Czech Republic
347,30-570-2401,Bartoletti Inc,Finance,940490259.26,3253,10/18/1938,34507 Dottie Hill,Zbąszynek,,Poland
348,18-114-0071,Cummerata-Daniel,Retail,147729698.69,570,4/4/1940,820 Kipling Plaza,Longlou,,China
349,99-310-6537,Parker Inc,Retail,3188336.6,2089,11/21/1983,55554 5th Drive,Wang Thonglang,,Thailand
350,95-054-1410,"Stanton, Brakus and Lockman",Healthcare,894002881.67,3635,2/19/1904,2103 Stang Avenue,El Paso,TX,United States
351,20-307-9645,Schmitt-Effertz,Retail,132127554.24,672,3/7/1922,33 Green Ridge Drive,Siborong-borong,,Indonesia
352,70-497-8968,Gulgowski LLC,Retail,462946024.02,796,9/20/1933,56612 Stone Corner Street,Mliwang,,Indonesia
353,21-411-5962,"Baumbach, Grady and Jast",Healthcare,247350496.49,2477,9/20/1994,81488 Lakewood Gardens Alley,Cengang,,China
354,02-737-9852,Smith Inc,Healthcare,619989385.41,4184,5/12/1903,7 Sheridan Junction,Vendargues,A9,France
355,98-259-4359,"Bashirian, Deckow and Considine",Retail,178742074.04,4527,10/30/1900,97 Havey Terrace,Konotop,,Ukraine
356,79-197-8270,Lakin and Sons,Finance,137923256.56,4265,6/29/1953,3801 Saint Paul Court,El Chol,,Guatemala
357,49-970-3720,Daugherty-Welch,Finance,328067390.73,3409,4/20/1990,678 Anderson Park,Otoka,,Bosnia and Herzegovina
358,21-043-7415,Borer-Zboncak,Finance,698119240.99,2529,6/20/1984,05 Manufacturers Court,Gostagayevskaya,,Russia
359,38-271-6718,"Kulas, Dibbert and Gusikowski",Healthcare,737288898.14,2712,12/16/1993,74 Buhler Trail,Hexi,,China
360,40-322-8105,"Ernser, Von and Boehm",Finance,772228044.98,3739,4/22/1912,8378 Ludington Way,Kemendung,,Indonesia
361,06-360-8871,Nitzsche and Sons,Finance,418628421.37,4927,5/24/1964,05270 Katie Street,Stockholm,AB,Sweden
362,79-407-4294,Turner and Sons,Finance,166785474.18,4089,4/15/2010,35425 Pearson Hill,Hehe,,China
363,18-064-4520,Jakubowski-Heaney,Retail,216979966.26,4694,11/14/1956,5154 Spaight Avenue,Bonavista,NL,Canada
364,30-280-5679,Trantow-Bailey,Healthcare,150279167.5,4501,1/16/1959,05864 Sutherland Way,Zhongxinqiao,,China
365,81-316-6087,"Simonis, Deckow and Kuhic",Finance,273914904.84,4860,10/4/1957,832 Kingsford Alley,Liuli,,Tanzania
366,90-800-6429,Prohaska Inc,Technology,621334296.84,3215,4/8/1957,096 Carioca Road,Dal’nerechensk,,Russia
367,93-506-7348,"Barrows, Conn and Donnelly",Healthcare,482774948.16,4395,10/30/1998,7 Bartelt Street,Kuantan,PHG,Malaysia
368,70-633-9114,Botsford-Bashirian,Retail,763807591.67,2332,10/28/1956,7063 Valley Edge Way,Boljoon,,Philippines
369,37-712-3767,"Heaney, Crooks and Fadel",Finance,352293589.78,3873,11/7/1923,786 7th Avenue,Jesús María,,Argentina
370,14-108-0490,West and Sons,Healthcare,588076025.79,3263,3/29/2013,4 Harper Crossing,Hitachi-Naka,,Japan
371,37-138-9229,Mraz LLC,Healthcare,395037389.72,938,7/26/2008,7628 Bluejay Pass,Sihai,,China
372,66-122-9714,"Hettinger, Runolfsson and Moore",Retail,637837883.68,4877,5/19/2019,111 Sundown Plaza,Freire,,Chile
373,99-266-6157,Beatty-Miller,Technology,602519628.9,2984,3/24/1982,96502 Little Fleur Point,Bandundu,,Democratic Republic of the Congo
374,48-471-5843,Ernser-Hackett,Technology,432879160.79,3998,10/22/1995,0680 Sunfield Place,Yugang,,China
375,15-307-5586,Collins-Krajcik,Healthcare,152468487.95,2082,6/29/1999,7505 Coleman Street,Muramvya,,Burundi
376,98-745-1235,"Schultz, Dach and Carter",Healthcare,968475019.73,2908,1/23/2001,8982 Heath Junction,Aqqan,,China
377,64-222-8291,"Conn, Lebsack and Volkman",Retail,325014659.59,4167,11/27/2015,7 Magdeline Terrace,Neiba,,Dominican Republic
378,20-139-8166,Yost-Bauch,Technology,504543934.43,4096,1/23/1909,58 Clyde Gallagher Way,Tingloy,,Philippines
379,37-053-1654,Hammes-Berge,Healthcare,790319308.67,2315,12/2/1943,19794 Jenna Junction,Rozvadov,,Ukraine
380,54-722-6731,Schultz and Sons,Retail,197488588.81,920,4/10/1912,20765 Sutherland Road,Maythalūn,,Palestinian Territory
381,85-285-2868,"Goyette, Rohan and Lehner",Healthcare,774482537.44,2482,11/26/1979,17214 Rusk Road,Cedry Wielkie,,Poland
382,59-865-4196,Treutel Inc,Technology,654217225.22,1487,12/24/2014,9199 Fallview Junction,Shuangxing,,China
383,95-932-0695,Hirthe LLC,Retail,846251577.89,4511,9/12/1925,764 Shelley Point,Dolati,,China
384,40-480-1333,"Brown, Willms and Wisozk",Finance,276098250.36,493,7/11/1951,836 Mifflin Terrace,Yartsevo,,Russia
385,90-317-5288,"Rodriguez, Dooley and Orn",Healthcare,793389652.02,3186,9/30/1977,381 Mayfield Place,Västanfjärd,,Finland
386,09-978-1890,Jerde Inc,Technology,573379323.05,326,7/28/2010,8515 Superior Junction,Pampas,,Peru
387,32-324-3241,Balistreri Group,Retail,956735665.47,946,11/26/2001,9 Fallview Crossing,Novopavlovsk,,Russia
388,80-390-4628,"Padberg, Upton and Rogahn",Technology,635424913.75,1378,7/12/1910,3117 Beilfuss Parkway,Lebedyn,,Ukraine
389,72-170-7441,"Pouros, Labadie and Lemke",Retail,6481274.1,1965,4/4/1960,0 Birchwood Alley,Gaotai,,China
390,63-647-5805,Sporer and Sons,Technology,977922728.77,88,12/13/1935,44 Jenna Drive,Tekik Wetan,,Indonesia
391,89-431-9216,Haley Group,Technology,404525200.54,3483,9/7/1964,144 Rieder Parkway,Markaryd,G,Sweden
392,51-617-7891,"Cronin, Dach and Emard",Finance,301046741.55,1311,4/8/2007,11902 Kings Terrace,Mahdia,,Guyana
393,04-451-2560,"Gislason, Hilpert and Fay",Retail,439558046.6,2583,12/15/1969,25 Linden Drive,Farīdpur,,Bangladesh
394,22-991-7430,"Herman, Sawayn and Quitzon",Technology,919130425.23,2815,8/18/2014,8489 Village Street,Teno,,Chile
395,28-618-8058,"Goodwin, Bergnaum and Blick",Technology,79787957.19,1216,9/30/2007,17 Montana Court,Berdorf,,Luxembourg
396,76-409-9954,Skiles Inc,Finance,363265923.81,24,10/6/2002,978 Hermina Circle,Grosuplje,,Slovenia
397,41-207-6974,Sauer LLC,Healthcare,972975987.0,4645,11/5/1962,7366 Meadow Valley Road,Kresek,,Indonesia
398,23-746-7491,Veum-Ward,Technology,514651840.23,143,8/6/1913,29 Center Center,Xianren,,China
399,11-769-4364,Champlin and Sons,Finance,31398107.92,4599,12/26/1995,3158 Buhler Hill,Mikró Monastíri,,Greece
400,80-646-2338,"McClure, McCullough and Will",Retail,300865235.16,4683,3/15/1988,3349 Pond Trail,Bauan,,Philippines
401,90-411-7773,Strosin-Block,Technology,471126082.08,3401,9/29/1956,278 Comanche Terrace,Krajan Dua Putukrejo,,Indonesia
402,18-812-2992,Lynch-Dibbert,Retail,774083012.71,1478,1/30/2013,42494 Barnett Place,Trondheim,16,Norway
403,49-548-3269,Prosacco and Sons,Technology,727355561.87,4113,12/28/1900,224 Roxbury Road,Chonghe,,China
404,44-603-8576,Frami-Christiansen,Healthcare,495886972.29,4129,10/6/2013,986 Corscot Street,Krajan Dukuhseti,,Indonesia
405,66-571-0843,Schneider and Sons,Healthcare,290681614.42,3202,5/10/1927,600 Spohn Point,Arendal,09,Norway
406,96-986-4700,Douglas and Sons,Healthcare,511981585.01,1990,12/16/2016,37 Harper Court,Naka,,Japan
407,98-317-7245,"Waters, Kassulke and Sanford",Finance,379072979.03,1727,6/5/1945,65468 Jenna Road,Třešť,,Czech Republic
408,00-707-3701,Kling-Schumm,Technology,577491967.18,4068,11/2/1999,48883 Clove Avenue,Chenfang,,China
409,90-489-6610,"Fritsch, Kuphal and Lindgren",Technology,233705854.65,1056,7/15/1957,9 Fair Oaks Alley,Bystryanka,,Russia
410,13-987-1891,Homenick-Cole,Technology,487804623.81,3242,2/16/1988,47 Waubesa Place,Detroit,MI,United States
411,25-247-4780,Mohr-Schoen,Finance,892913112.98,3805,7/11/1929,4642 Melrose Street,Aguisan,,Philippines
412,38-270-2814,"Wilkinson, Ziemann and Fadel",Retail,838729408.01,3905,12/8/1982,19069 Larry Alley,Lizhuang,,China
413,27-187-6127,"Cartwright, Moore and Sipes",Technology,71575571.09,4926,1/10/1910,15542 Sundown Avenue,Śródmieście,,Poland
414,36-591-4087,Koelpin-Pfeffer,Healthcare,128310603.41,4482,4/10/1936,7 Oriole Way,Fujishiro,,Japan
415,51-664-8589,O'Connell-Stokes,Technology,405002474.76,726,4/4/1920,0 Old Shore Place,Nantes,B5,France
416,49-506-4319,Farrell Group,Healthcare,573947774.27,282,6/30/2001,6 Hauk Parkway,Calaoagan,,Philippines
417,48-558-1776,Weissnat Group,Finance,321614582.7,2576,6/15/1982,0 Garrison Circle,Oktyabr’sk,,Kazakhstan
418,25-847-5828,Wilderman-Hills,Technology,520135004.1,4073,8/22/1998,31 Talisman Circle,Bardaskan,,Iran
419,34-842-3775,Dickens-Towne,Retail,553761938.55,720,5/30/2005,858 Reinke Park,Cikayas,,Indonesia
420,40-835-3147,Weber Inc,Retail,161091187.53,1228,1/1/1955,63544 Grim Court,Albion,,Mauritius
421,46-333-2923,"Brown, Donnelly and Thompson",Retail,445557412.17,672,5/31/1901,9125 Dexter Road,Mikulovice,,Czech Republic
422,68-422-5718,Nader and Sons,Healthcare,313569712.52,4886,7/11/1963,70230 Ridgeway Parkway,El Rancho,,Honduras
423,79-907-7650,"Braun, Dietrich and Hettinger",Finance,548083586.56,4180,12/8/2002,90 Forster Circle,Marfino,,Russia
424,60-264-7484,Jaskolski-Funk,Technology,265023194.65,4395,10/11/1900,690 Messerschmidt Street,Yihe,,China
425,34-904-9378,"Pollich, Mertz and Vandervort",Healthcare,658535211.72,1753,10/24/1902,89 Sugar Hill,Kertosari,,Indonesia
426,87-517-9244,Bogisich Group,Healthcare,427950630.93,3364,7/18/1954,6910 Dottie Pass,Huatajata,,Bolivia
427,27-156-1216,Hickle Inc,Healthcare,644619993.05,301,9/12/1943,9605 Scoville Crossing,Port Saint Lucie,FL,United States
428,94-493-6948,Conroy-Herman,Retail,630206831.7,3688,8/18/1997,2965 Lakewood Drive,Svecha,,Russia
429,12-790-0008,Predovic-Maggio,Retail,933494214.85,1267,1/24/1934,20 Carpenter Parkway,Shipka,,Bulgaria
430,75-276-4534,Kertzmann Group,Retail,337954133.97,1044,11/3/1943,000 Fuller Drive,Mörrum,K,Sweden
431,78-434-0376,"Ruecker, Stehr and Jacobs",Technology,490977561.41,3673,8/6/1909,06062 Mandrake Drive,Allen,,Philippines
432,89-588-2003,"Kassulke, Okuneva and Jenkins",Finance,526701414.18,472,8/31/2015,6470 Oxford Circle,Aghavnadzor,,Armenia
433,96-562-9839,"Feil, Barrows and Roob",Finance,525406958.84,877,10/18/1901,3338 Eagle Crest Parkway,Buluh Kasap,,Indonesia
434,17-834-6744,"Swaniawski, Satterfield and Hermiston",Healthcare,178979654.52,2069,12/15/1960,44 Loftsgordon Alley,Geputan,,China
